Decision,Neighbourhood,Cooking,Room_type,Accommodates,Bath,Bath_shared,No_review,Price,Bedrooms,Essentials,Parking,Property_type2,Instant_bookable,Beds,Host_response_time
1,28806,0,Private room,2,1,0,0,3.3322045101752,1,2,1,Private small room,t,0,within an hour
1,28801,5,Entire home/apt,7,2,0,0,5.95064255258773,3,5,1,Private small room,t,5,within an hour
0,28804,0,Entire home/apt,10,3.5,0,1,5.10594547390058,5,4,1,Entire house,t,6,within an hour
0,28806,5,Entire home/apt,4,2,0,0,4.81218435537242,2,5,1,Entire house,f,2,within an hour
0,28804,5,Entire home/apt,5,1,0,0,4.87519732320115,3,5,1,Private small room,t,3,within an hour
1,28704,3,Entire home/apt,4,1,0,0,4.80402104473326,2,5,1,Entire guest suite,f,2,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.65396035015752,1,5,1,Entire guest suite,t,1,within an hour
1,28704,5,Entire home/apt,4,1,0,0,5.43372200355424,1,5,1,Entire rental unit,f,2,
0,28801,0,Private room,2,1,0,0,4.24849524204936,1,4,1,Private room in house,f,1,within a day
0,28801,1,Entire home/apt,2,1,0,1,4.39444915467244,1,4,0,Entire apartment,f,3,within an hour
0,28803,5,Entire home/apt,10,2,0,0,5.03043792139244,3,5,1,Entire house,t,5,within an hour
0,28804,5,Entire home/apt,2,1,0,0,5.01727983681492,1,5,1,Entire house,f,3,within a few hours
1,28801,5,Entire home/apt,6,2,0,0,5.34233425196481,2,5,1,Private small room,t,3,within an hour
0,28801,5,Entire home/apt,6,1,0,0,5.46383180502561,3,5,1,Entire residential home,t,3,within an hour
0,28732,4,Entire home/apt,16,4.5,0,0,6.4118182677099,6,4,1,Entire house,t,11,within an hour
1,28801,5,Entire home/apt,12,2,0,0,6.48004456192665,4,4,0,Entire apartment,f,6,within an hour
0,28801,4,Entire home/apt,2,1,0,0,3.66356164612965,1,4,1,Entire rental unit,f,1,within a day
0,28805,5,Entire home/apt,4,1.5,0,0,4.91265488573605,1,5,1,Entire house,t,1,within an hour
0,28806,1,Entire home/apt,4,1,0,1,3.91202300542815,1,5,1,Entire guesthouse,t,2,within a day
0,28804,0,Entire home/apt,4,1.5,0,1,4.47733681447821,2,4,1,Entire residential home,f,2,
1,28801,5,Entire home/apt,4,2,0,0,6.17586727010576,2,5,1,Private small room,t,3,within an hour
1,28806,5,Entire home/apt,9,2,0,0,4.55387689160054,3,4,1,Private small room,f,6,within an hour
0,28801,3,Entire home/apt,2,1,0,0,4.69134788222914,1,5,1,Entire guest suite,t,1,within an hour
1,28806,5,Entire home/apt,3,1,0,0,4.86753445045558,1,5,1,Entire house,t,3,within an hour
0,28806,5,Entire home/apt,2,1,0,0,5.3082676974012,1,5,1,Private small room,t,1,
0,28801,5,Entire home/apt,6,2.5,0,0,5.79605775076537,2,5,1,Entire residential home,f,3,within a day
0,28805,5,Private room,2,1,1,0,3.78418963391826,1,5,1,Private room in residential home,f,1,
1,28704,3,Entire home/apt,3,1,0,0,4.61512051684126,1,5,1,Entire house,t,1,within an hour
1,28804,4,Entire home/apt,4,1,0,0,5.24702407216049,2,3,1,Entire apartment,t,2,within an hour
0,28801,4,Entire home/apt,6,1,0,0,4.56434819146784,1,5,1,Entire apartment,f,3,within an hour
1,28806,1,Entire home/apt,6,2,0,0,4.70048036579242,3,5,1,Entire residential home,t,3,within an hour
0,28801,0,Entire home/apt,4,2,0,0,4.44265125649032,2,3,1,Private small room,f,2,a few days or more
0,28806,2,Entire home/apt,2,1,0,0,4.9272536851572,1,5,1,Private small room,f,1,
1,28804,1,Entire home/apt,4,1,0,0,5.02388052084628,1,4,1,Private small room,f,2,within an hour
0,28806,1,Entire home/apt,3,1,0,0,4.52178857704904,1,5,1,Entire guesthouse,t,1,
1,28806,2,Entire home/apt,2,1,0,0,4.51085950651685,1,5,1,Private small room,t,2,within an hour
0,28803,5,Entire home/apt,16,2.5,0,0,6.68461172766793,5,5,1,Entire house,t,8,within an hour
0,28806,5,Entire home/apt,7,3,0,1,5.73009978297357,3,5,1,Entire house,t,3,within an hour
0,28801,5,Entire home/apt,2,1,0,0,4.60517018598809,1,5,1,Entire rental unit,f,1,within a few hours
0,28806,3,Entire home/apt,4,1,0,0,4.85203026391962,1,5,1,Entire residential home,f,3,within an hour
1,28806,5,Entire home/apt,8,2,0,0,5.84643877505772,3,5,1,Entire residential home,f,4,within an hour
1,28803,5,Entire home/apt,7,1,0,0,5.28320372873799,3,5,1,Entire house,f,4,within an hour
0,28803,5,Entire home/apt,4,2,0,0,4.46590811865458,2,5,1,Private small room,t,2,within an hour
1,28805,4,Entire home/apt,3,1,0,0,4.7361984483945,1,5,1,Entire house,t,2,within an hour
1,28801,5,Entire home/apt,6,2,0,0,6.35437004079735,3,5,1,Private small room,t,3,within an hour
1,28805,5,Entire home/apt,4,1,0,0,5.05624580534831,2,5,1,Entire house,t,2,within an hour
0,28804,3,Entire home/apt,2,1,0,0,4.49980967033027,1,5,1,Entire apartment,t,1,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.68697535633982,2,2,0,Private small room,t,2,within an hour
1,28804,4,Entire home/apt,10,3,0,0,6.49223983502047,3,4,1,Entire house,t,3,within an hour
1,28715,5,Entire home/apt,6,2,0,0,5.08140436498446,3,5,1,Private small room,t,4,within an hour
0,28803,4,Entire home/apt,4,2,0,0,5.07517381523383,2,5,1,Entire house,f,2,within an hour
1,28806,5,Entire home/apt,2,1,0,0,5.34710753071747,1,5,1,Private small room,t,1,
1,28801,1,Entire home/apt,5,1,0,0,5.49306144334055,1,4,0,Entire apartment,t,1,within an hour
1,28804,4,Entire home/apt,2,1,0,0,5.08140436498446,1,5,1,Entire guest suite,t,1,within an hour
1,28801,1,Entire home/apt,2,1,0,0,5.23644196282995,1,4,1,Entire rental unit,t,1,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.23644196282995,1,5,1,Private small room,t,2,within an hour
0,28806,5,Entire home/apt,6,2.5,0,0,5.18738580584075,4,5,1,Entire house,t,4,within an hour
0,28801,4,Private room,2,1,0,0,4.59511985013459,1,5,1,Private room in house,f,1,
0,28801,1,Private room,4,1,1,0,4.31748811353631,2,5,1,Private room in house,f,3,within a few hours
1,28806,1,Entire home/apt,16,4.5,0,0,6.63200177739563,7,4,1,Entire residential home,t,13,within an hour
1,28806,5,Private room,2,1,0,0,4.26267987704132,1,5,1,Private room in residential home,f,1,within a few hours
1,28805,3,Private room,2,1,0,0,3.80666248977032,1,5,1,Private room in residential home,t,1,
1,28803,5,Entire home/apt,10,2,0,0,5.4971682252932,3,5,1,Entire house,t,7,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.35670882668959,1,5,1,Entire guest suite,t,1,
1,28801,4,Entire home/apt,8,3,0,0,6.17586727010576,3,4,1,Private small room,t,4,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.01063529409626,1,5,1,Entire house,t,3,within an hour
1,28803,5,Entire home/apt,2,1,0,0,5.03043792139244,1,5,1,Entire guest suite,t,3,within an hour
1,28804,4,Entire home/apt,2,1,0,0,4.86753445045558,1,5,1,Entire guest suite,f,2,within an hour
1,28803,4,Entire home/apt,8,2,0,0,5.64190707093811,3,3,1,Private small room,t,5,within an hour
1,28806,3,Entire home/apt,4,1,0,0,4.80402104473326,1,5,1,Entire residential home,t,2,within an hour
1,28803,2,Private room,2,1.5,0,0,4.86753445045558,1,5,1,Private room in house,t,1,within an hour
1,28806,1,Entire home/apt,2,1,0,0,4.31748811353631,1,3,1,Other,t,1,within an hour
1,28704,2,Entire home/apt,2,1,0,0,4.99721227376411,1,3,1,Private small room,t,1,within an hour
0,28806,1,Private room,2,1,0,0,4.24849524204936,1,5,1,Private room in house,t,1,within an hour
1,28803,4,Entire home/apt,6,1,0,0,5.04985600724954,1,5,1,Entire guest suite,t,3,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.31811999384422,2,5,1,Private small room,t,2,within an hour
1,28801,1,Private room,2,1,0,0,5.24174701505964,1,5,1,Private small room,t,1,within an hour
0,28803,5,Entire home/apt,16,4,0,0,6.35437004079735,4,5,1,Entire house,t,8,within an hour
1,28704,0,Entire home/apt,5,2,0,1,5.41610040220442,3,5,1,Entire house,f,3,
1,28806,5,Entire home/apt,7,2,0,0,4.93447393313069,3,5,1,Entire house,f,5,within an hour
1,28801,5,Entire home/apt,6,1.5,0,0,5.54907608489522,3,5,1,Entire residential home,f,3,within a day
0,28805,4,Entire home/apt,7,2,0,0,4.59511985013459,4,5,1,Entire residential home,f,5,within a few hours
0,28806,4,Private room,2,1,0,0,4.17438726989564,1,5,1,Private small room,f,1,within an hour
1,28804,5,Entire home/apt,6,2,0,0,5.78689738136671,3,5,1,Entire house,f,3,within an hour
1,28806,5,Entire home/apt,4,1,0,0,5.00394630594546,2,5,1,Entire residential home,f,2,within an hour
1,28803,4,Entire home/apt,8,2,0,0,5.13579843705026,4,5,1,Entire residential home,t,5,within an hour
1,28801,3,Private room,2,1,0,1,5.85220247977447,1,5,0,Other,t,1,within an hour
0,28806,0,Entire home/apt,4,1,0,0,5.01063529409626,1,4,1,Entire apartment,t,1,within an hour
0,28806,4,Entire home/apt,2,1,0,0,4.49980967033027,1,5,1,Entire guest suite,t,1,within an hour
0,28804,5,Entire home/apt,8,2,0,0,5.7037824746562,3,5,1,Private small room,f,4,within an hour
0,28806,5,Private room,2,1,0,0,4.27666611901606,1,5,1,Private room in house,f,1,within a few hours
1,28715,5,Entire home/apt,6,1,0,0,5.08759633523238,2,5,1,Entire house,t,2,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.65396035015752,1,5,1,Entire guesthouse,t,1,within an hour
1,28803,5,Private room,2,1,1,0,4.17438726989564,1,5,1,Private small room,f,1,within an hour
1,28801,4,Entire home/apt,4,1,0,0,4.72738781871234,2,5,1,Entire apartment,f,1,within an hour
1,28806,3,Entire home/apt,4,1,0,0,4.74493212836325,2,5,1,Entire house,t,2,within an hour
0,28801,4,Entire home/apt,2,1,0,0,4.7361984483945,1,5,1,Entire guest suite,f,1,within an hour
0,28803,0,Entire home/apt,2,1,0,0,5.01727983681492,1,4,1,Entire rental unit,f,1,
1,28801,5,Entire home/apt,6,2,0,0,5.52942908751142,2,5,1,Private small room,t,2,within an hour
0,28806,4,Entire home/apt,3,1,0,0,3.93182563272433,1,5,1,Entire apartment,f,1,within a few hours
1,28806,4,Entire home/apt,3,1,0,0,3.80666248977032,1,5,1,Entire guest suite,t,2,within an hour
1,28803,1,Entire home/apt,4,1,0,0,5.2257466737132,2,4,1,Entire apartment,t,2,within an hour
0,28806,3,Entire home/apt,3,1,0,0,4.45434729625351,1,5,1,Entire guest suite,f,2,within a few hours
1,28801,5,Entire home/apt,4,1,0,0,5.8636311755981,1,5,1,Private small room,t,2,within an hour
1,28803,5,Entire home/apt,8,2,0,0,5.50533153593236,4,5,1,Entire residential home,t,5,within an hour
1,28806,5,Entire home/apt,6,1,0,0,4.69134788222914,2,5,1,Entire residential home,f,4,within an hour
1,28715,5,Entire home/apt,4,1,0,0,4.49980967033027,1,5,1,Entire rental unit,t,4,within an hour
1,28801,5,Entire home/apt,2,1,0,0,5.48063892334199,1,5,1,Private small room,t,1,
1,28805,5,Entire home/apt,6,1,0,0,4.86753445045558,2,5,1,Private small room,t,3,within an hour
0,28805,5,Entire home/apt,4,2.5,0,0,5.01063529409626,2,5,1,Entire house,t,2,within an hour
1,28806,2,Private room,2,1,0,0,4.26267987704132,1,5,1,Private room in house,f,1,within an hour
1,28805,1,Private room,2,1,0,0,4.74493212836325,1,4,1,Private room in house,t,1,within an hour
1,28704,3,Private room,2,1,1,0,4.31748811353631,1,5,1,Private small room,t,1,
1,28804,5,Entire home/apt,7,2,0,0,5.22035582507832,3,5,1,Entire house,t,4,within an hour
1,28806,5,Entire home/apt,4,1,0,0,4.89034912822175,1,5,1,Other,f,2,
0,28805,4,Entire home/apt,7,2,0,0,4.59511985013459,4,5,1,Entire house,f,5,
0,28806,0,Entire home/apt,4,2,0,0,4.38202663467388,2,4,1,Private small room,f,3,within an hour
0,28715,2,Private room,2,1,0,0,4.17438726989564,1,5,1,Private room in house,t,1,within an hour
0,28803,2,Entire home/apt,2,1,0,0,4.85981240436167,1,4,1,Entire guest suite,t,1,within an hour
1,28805,5,Entire home/apt,13,3.5,0,0,6.28226674689601,4,5,1,Entire residential home,f,7,within an hour
1,28806,5,Private room,2,1,1,0,3.87120101090789,1,5,1,Private room in residential home,f,1,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.97888576490112,2,5,1,Private small room,t,3,within an hour
0,28804,5,Entire home/apt,5,1,0,0,5.08140436498446,2,5,1,Entire residential home,t,2,within an hour
1,28732,5,Entire home/apt,3,1,0,0,4.43081679884331,1,5,1,Entire rental unit,t,2,within an hour
0,28704,3,Entire home/apt,4,1,0,0,3.93182563272433,1,5,1,Entire guest suite,f,2,within an hour
0,28801,5,Entire home/apt,4,2,0,0,5.51342874616498,2,5,1,Entire house,f,2,within an hour
1,28804,5,Entire home/apt,4,1.5,0,0,4.94875989037817,2,5,1,Private small room,t,2,within an hour
1,28732,3,Entire home/apt,4,2,0,0,4.64439089914137,2,4,1,Entire residential home,t,2,within an hour
1,28806,4,Entire home/apt,4,1,0,0,3.8286413964891,1,5,1,Entire residential home,t,2,within an hour
1,28804,5,Entire home/apt,4,1,0,0,4.83628190695148,1,5,0,Entire house,t,2,within an hour
0,28805,5,Entire home/apt,4,1.5,0,0,5.7037824746562,2,5,1,Private small room,f,2,within an hour
1,28801,1,Entire home/apt,2,1,0,0,5.41164605185504,1,4,1,Entire rental unit,t,1,within an hour
0,28704,5,Entire home/apt,8,2,0,1,6.07993319509559,3,5,0,Entire residential home,t,4,within an hour
1,28805,3,Private room,2,1,0,0,3.93182563272433,1,5,1,Private room in house,t,1,
1,28801,0,Entire home/apt,2,1,0,0,4.70953020131233,1,4,1,Entire apartment,t,1,within an hour
1,28805,5,Entire home/apt,4,1.5,0,0,4.93447393313069,1,5,1,Entire residential home,t,1,within an hour
0,28803,5,Entire home/apt,4,1,0,1,4.20469261939097,2,5,1,Private small room,f,2,within a few hours
1,28806,3,Entire home/apt,2,1,0,0,4.54329478227,1,5,1,Private small room,f,1,within an hour
1,28803,5,Entire home/apt,8,2.5,0,0,5.08759633523238,3,5,1,Entire residential home,f,4,within an hour
0,28801,5,Entire home/apt,2,1,0,0,5.16478597392351,1,5,1,Entire rental unit,f,1,within an hour
1,28803,4,Entire home/apt,2,1,0,0,4.86753445045558,1,5,1,Entire apartment,f,1,within an hour
1,28803,5,Entire home/apt,8,2,0,0,5.73334127689775,2,4,1,Private small room,t,3,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.70953020131233,1,5,1,Entire guesthouse,t,1,within an hour
1,28806,3,Private room,2,1,0,0,4.31748811353631,1,5,1,Private small room,f,1,within a day
1,28806,1,Entire home/apt,2,1,0,0,4.9416424226093,1,3,1,Other,t,2,within an hour
0,28805,3,Entire home/apt,4,1,0,0,4.60517018598809,1,5,1,Entire rental unit,f,1,within a few hours
1,28805,5,Entire home/apt,4,2.5,0,0,6.18620862390049,2,5,1,Entire house,t,2,within an hour
0,28806,1,Entire home/apt,4,1,0,1,3.93182563272433,1,5,1,Entire guesthouse,t,2,
1,28806,2,Private room,2,1,0,0,4.27666611901606,1,5,1,Private room in house,t,1,within an hour
1,28806,2,Entire home/apt,2,1,0,0,4.91998092582813,1,5,1,Entire guest suite,t,1,within an hour
1,28804,5,Entire home/apt,4,1,0,0,4.98360662170834,1,5,1,Entire house,t,2,within an hour
0,28801,1,Private room,2,1,0,0,4.49980967033027,1,4,1,Private room in residential home,f,1,
1,28806,5,Entire home/apt,16,5,0,0,6.69332366826995,8,5,1,Entire residential home,t,18,within an hour
1,28806,5,Entire home/apt,2,1,0,0,4.51085950651685,1,5,1,Entire guesthouse,t,1,within an hour
1,28801,1,Private room,2,1,0,0,4.57471097850338,1,4,1,Private room in house,t,1,within an hour
0,28806,4,Entire home/apt,4,1,0,0,4.7361984483945,1,5,1,Other,f,2,within an hour
0,28804,4,Entire home/apt,2,1,0,0,4.74493212836325,1,5,1,Entire guest suite,t,1,within an hour
0,28805,5,Private room,2,1,1,0,3.78418963391826,1,5,1,Private room in residential home,f,1,
1,28801,4,Entire home/apt,3,1,0,0,4.82028156560504,1,5,1,Entire guest suite,f,2,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.9427993751267,2,5,1,Entire residential home,t,3,within an hour
0,28732,2,Entire home/apt,4,1,0,0,4.17438726989564,2,4,1,Entire rental unit,f,1,within an hour
1,28806,1,Entire home/apt,16,4,0,0,6.23832462503951,6,5,1,Entire house,t,6,within an hour
1,28805,5,Entire home/apt,7,1,0,0,4.98360662170834,2,5,1,Entire guest suite,f,2,within a few hours
1,28806,5,Entire home/apt,9,3,0,0,5.77144112313002,3,5,1,Entire house,t,5,within an hour
1,28804,5,Entire home/apt,8,1,0,0,5.12396397940326,2,5,1,Private small room,t,3,
0,28704,2,Private room,2,1,0,0,3.89182029811063,1,5,1,Private small room,f,1,within an hour
0,28801,5,Entire home/apt,6,1,0,0,5.05624580534831,1,5,1,Entire apartment,t,3,within an hour
1,28803,5,Entire home/apt,3,1,0,0,4.90527477843843,1,5,1,Entire guesthouse,t,1,within an hour
0,28806,0,Entire home/apt,6,2,0,0,4.17438726989564,3,5,1,Entire house,f,3,
0,28806,2,Private room,2,1,0,1,7.54486106865846,1,5,0,Private small room,t,1,
1,28804,5,Private room,2,1,1,0,4.34380542185368,1,5,1,Private room in house,f,2,within a few hours
1,28806,0,Private room,2,1,0,0,3.3322045101752,1,2,1,Private small room,t,0,within an hour
1,28803,3,Private room,2,1,0,0,4.78749174278205,1,5,1,Private room in residential home,t,1,within an hour
0,28804,5,Entire home/apt,6,2,0,0,5.73979291217923,3,5,1,Entire residential home,t,4,within an hour
0,28704,5,Private room,1,1,1,0,3.17805383034795,1,5,1,Private room in residential home,t,1,within an hour
1,28801,4,Entire home/apt,4,1,0,0,5.07517381523383,2,5,1,Entire rental unit,t,2,within an hour
1,28803,3,Entire home/apt,2,1,0,0,5.31811999384422,1,5,1,Entire rental unit,f,1,within an hour
1,28803,2,Private room,2,1,0,0,4.8283137373023,1,5,1,Private room in residential home,t,1,within an hour
1,28801,4,Entire home/apt,4,1,0,0,4.65396035015752,1,5,1,Entire residential home,t,1,within an hour
0,28801,5,Entire home/apt,2,1,0,1,4.12713438504509,1,5,1,Entire guesthouse,t,1,within an hour
0,28801,4,Entire home/apt,2,1,0,0,4.60517018598809,1,5,1,Entire rental unit,f,1,within a day
0,28804,0,Entire home/apt,10,2.5,0,1,5.52146091786225,3,5,1,Entire house,f,5,within an hour
0,28806,5,Entire home/apt,3,1,0,0,4.38202663467388,2,4,1,Entire residential home,f,2,within an hour
1,28801,1,Entire home/apt,4,3,0,0,5.02388052084628,2,4,1,Entire apartment,t,2,within an hour
0,28806,4,Entire home/apt,4,1,0,0,4.71849887129509,1,5,1,Entire rental unit,t,2,within an hour
1,28806,3,Private room,2,1,0,0,3.93182563272433,1,5,1,Private small room,t,1,within an hour
0,28801,0,Private room,2,1,0,0,4.8283137373023,1,2,1,Private room in residential home,f,1,
1,28704,3,Entire home/apt,2,1,0,0,4.00733318523247,1,5,1,Entire guest suite,t,2,within an hour
1,28804,4,Entire home/apt,4,1,0,0,5.17614973257383,2,5,1,Private small room,t,2,within an hour
1,28801,5,Entire home/apt,2,1,0,0,5.01063529409626,1,5,1,Private small room,t,1,within an hour
1,28804,5,Entire home/apt,2,1,0,0,5.48063892334199,1,5,1,Private small room,t,1,within an hour
1,28806,3,Private room,3,1,0,0,4.4188406077966,2,5,1,Private small room,t,2,within an hour
1,28806,5,Entire home/apt,4,1,0,0,4.4188406077966,2,5,1,Entire residential home,f,2,within a few hours
1,28704,4,Entire home/apt,2,1,0,0,4.55387689160054,1,5,1,Entire guest suite,f,1,within an hour
0,28801,4,Entire home/apt,2,1,0,0,4.7361984483945,1,5,1,Entire guest suite,f,1,within an hour
0,28806,2,Entire home/apt,4,1,0,0,4.48863636973214,1,5,1,Entire guest suite,f,1,within an hour
0,28804,1,Entire home/apt,2,1,0,0,4.53259949315326,1,4,1,Entire apartment,t,1,within an hour
0,28806,5,Entire home/apt,7,2,0,0,5.19295685089021,3,5,1,Entire house,f,4,within an hour
0,28806,5,Entire home/apt,11,2,0,0,5.87211778947542,4,5,1,Entire residential home,t,7,within an hour
0,28801,5,Entire home/apt,4,2.5,0,0,6.10924758276437,2,5,1,Entire apartment,f,2,within an hour
1,28801,3,Private room,3,1,0,0,5.27811465923052,1,4,1,Private small room,f,1,within a few hours
1,28806,5,Entire home/apt,6,2,0,0,4.71849887129509,3,5,1,Entire house,f,3,within an hour
1,28806,2,Entire home/apt,6,2,0,0,4.81218435537242,3,5,1,Entire house,t,3,within an hour
0,28801,4,Entire home/apt,4,1,0,0,5.74620319054015,1,2,0,Entire apartment,t,1,within an hour
1,28801,4,Entire home/apt,4,1,0,0,5.23644196282995,1,4,1,Private small room,t,2,within an hour
0,28806,5,Entire home/apt,4,1,0,0,5.19295685089021,2,5,1,Entire guest suite,f,2,
0,28801,3,Private room,2,1,0,0,3.93182563272433,1,5,1,Private room in residential home,f,1,within an hour
1,28801,1,Entire home/apt,4,1,0,0,5.39362754635236,2,4,1,Entire rental unit,t,2,within an hour
1,28806,0,Private room,2,2.5,1,0,4.24849524204936,1,5,1,Private room in residential home,t,1,within an hour
1,28805,5,Entire home/apt,12,2.5,0,0,6.59167373200866,3,5,1,Entire house,f,6,
0,28801,0,Private room,2,1,0,0,5.01063529409626,1,4,1,Private small room,t,1,
0,28806,5,Entire home/apt,2,1,0,0,4.20469261939097,1,5,1,Entire guest suite,t,1,within an hour
0,28803,5,Entire home/apt,6,2.5,0,0,6.20253551718792,3,5,1,Entire house,f,3,within an hour
0,28804,2,Entire home/apt,4,1,0,1,4.38202663467388,2,5,1,Entire house,f,3,within a day
0,28806,3,Private room,3,1,0,0,4.52178857704904,1,5,1,Private small room,t,2,within an hour
0,28801,5,Entire home/apt,4,1,0,0,5.2257466737132,2,5,1,Private small room,f,2,within an hour
0,28801,5,Entire home/apt,4,2,0,0,5.50533153593236,2,5,1,Entire residential home,f,2,within an hour
1,28704,4,Entire home/apt,16,3.5,0,0,6.37842618365159,6,4,1,Entire residential home,t,9,within an hour
1,28804,5,Entire home/apt,12,2.5,0,0,6.33859407820318,4,5,1,Entire house,f,6,within an hour
1,28806,3,Entire home/apt,4,1,0,0,4.82028156560504,1,5,1,Entire guest suite,t,2,within an hour
1,28804,1,Entire home/apt,2,1,0,0,5.37989735354046,1,4,1,Entire guest suite,f,1,within an hour
1,28803,1,Entire home/apt,6,1,0,0,5.39362754635236,3,4,1,Entire house,t,3,within an hour
1,28801,1,Entire home/apt,4,1.5,0,0,5.41610040220442,2,4,1,Entire apartment,f,2,within an hour
1,28806,4,Entire home/apt,4,1,0,0,4.52178857704904,1,5,1,Entire guesthouse,f,2,within an hour
1,28801,5,Entire home/apt,4,1,0,0,5.31811999384422,2,5,1,Private small room,t,2,within an hour
0,28801,1,Entire home/apt,2,1,0,0,5.13579843705026,1,4,1,Private small room,t,1,within an hour
1,28804,5,Entire home/apt,4,1,0,0,5.12396397940326,2,5,1,Entire residential home,f,2,within an hour
1,28804,5,Private room,2,1,1,0,4.17438726989564,1,5,1,Private room in residential home,t,1,
0,28803,0,Entire home/apt,2,1,0,0,5.01727983681492,1,4,1,Entire rental unit,f,1,
1,28805,2,Private room,4,1,0,0,4.20469261939097,1,5,1,Private small room,t,3,within an hour
1,28801,2,Private room,2,1,0,1,5.605802066296,1,5,1,Private small room,t,1,within an hour
0,28732,5,Entire home/apt,6,2,0,0,5.54907608489522,3,5,1,Entire house,f,3,within an hour
1,28806,3,Entire home/apt,2,1,0,0,4.21950770517611,1,5,1,Entire guest suite,t,1,within an hour
1,28801,2,Private room,2,1,0,0,4.75359019110636,1,5,1,Private small room,t,1,within an hour
0,28715,5,Entire home/apt,4,2,0,0,4.86753445045558,2,5,1,Entire rental unit,f,2,within an hour
0,28715,1,Entire home/apt,6,1.5,0,0,5.54126354515843,3,5,1,Private small room,f,4,within an hour
1,28806,4,Entire home/apt,2,1,0,0,4.65396035015752,1,5,1,Private small room,f,1,within an hour
0,28803,2,Private room,2,1.5,0,0,4.86753445045558,1,5,1,Private room in house,t,1,within an hour
0,28804,5,Entire home/apt,4,1,0,0,4.59511985013459,1,5,1,Entire residential home,t,2,within an hour
1,28805,5,Entire home/apt,2,1,0,0,4.11087386417331,1,5,1,Entire apartment,t,1,within an hour
0,28804,4,Entire home/apt,3,1,0,0,4.85203026391962,1,5,1,Entire rental unit,t,1,within an hour
0,28805,5,Entire home/apt,10,2.5,0,0,5.78382518232974,3,5,1,Entire house,f,6,within an hour
1,28732,4,Entire home/apt,2,1,0,1,5.65599181081985,1,4,1,Private small room,t,1,
1,28804,5,Entire home/apt,2,1,0,0,4.93447393313069,1,5,1,Entire house,f,1,within a few hours
1,28801,3,Entire home/apt,2,1,0,0,5.44241771052179,1,3,0,Private small room,t,1,within an hour
1,28803,5,Entire home/apt,2,1,0,0,4.33073334028633,1,5,1,Entire residential home,t,1,within an hour
1,28804,5,Entire home/apt,4,1,0,0,4.78749174278205,2,5,1,Private small room,f,3,within an hour
0,28805,5,Entire home/apt,5,2,0,0,4.89034912822175,3,5,1,Entire house,f,3,within a few hours
1,28805,5,Entire home/apt,8,3,0,0,5.85220247977447,4,5,1,Entire residential home,t,5,within a few hours
1,28806,5,Entire home/apt,4,1,0,0,4.89783979995091,2,5,1,Entire apartment,t,2,within an hour
1,28806,3,Entire home/apt,4,1,0,0,4.40671924726425,1,5,1,Entire guest suite,f,2,within an hour
1,28803,3,Entire home/apt,8,2,0,0,5.06890420222023,4,4,1,Private small room,t,4,within an hour
0,28804,5,Entire home/apt,2,1,0,0,4.86753445045558,1,5,1,Entire guesthouse,f,1,within an hour
1,28806,5,Entire home/apt,6,2,0,0,5.59842195899838,2,5,1,Private small room,f,3,within an hour
0,28804,4,Entire home/apt,2,1,0,0,5.01063529409626,1,5,1,Entire guest suite,t,2,
1,28704,5,Entire home/apt,8,2.5,0,0,5.59842195899838,4,5,1,Entire residential home,f,4,within an hour
1,28804,2,Entire home/apt,3,1,0,0,4.55387689160054,1,5,1,Entire guest suite,t,2,
0,28806,5,Private room,2,1.5,0,0,5.01063529409626,1,5,1,Private room in residential home,t,1,
1,28803,5,Entire home/apt,8,2,0,0,5.01063529409626,3,5,1,Entire residential home,f,4,within an hour
0,28806,3,Entire home/apt,4,1,0,0,4.72738781871234,1,5,1,Entire guest suite,t,2,within an hour
1,28803,5,Entire home/apt,8,2.5,0,0,5.01727983681492,3,5,1,Entire residential home,f,4,within an hour
1,28801,3,Private room,2,1,0,0,4.24849524204936,1,5,1,Private room in house,t,1,within an hour
1,28801,5,Entire home/apt,6,2,0,0,5.9427993751267,2,5,1,Private small room,t,2,within an hour
1,28805,5,Entire home/apt,16,3,0,0,5.59842195899838,5,5,1,Entire residential home,t,8,within an hour
0,28801,4,Private room,2,1,0,0,4.59511985013459,1,5,1,Private room in house,f,1,
1,28806,1,Entire home/apt,2,1,0,0,4.38202663467388,1,3,1,Other,t,2,within an hour
1,28704,1,Entire home/apt,4,1,0,0,4.47733681447821,1,4,1,Entire guesthouse,t,1,within an hour
1,28806,2,Private room,2,1,0,0,4.26267987704132,1,5,1,Private room in house,f,1,within an hour
1,28806,3,Entire home/apt,4,2,0,0,5.31811999384422,2,5,1,Entire residential home,f,3,within a few hours
1,28803,5,Entire home/apt,6,2.5,0,0,5.19849703126583,3,5,1,Entire house,t,4,within an hour
